subject_group,school_code,school_name,major_group_code,selection_requirement,group_majors_text,actual_group_min_score,actual_group_min_rank,actual_group_plan_count,actual_group_filing_count,actual_group_vacancy_count,group_note,group_major_count
历史,10718,陕西师范大学,111,历,汉语言文学(师范)(国家公费师范生)，特殊教育(师范)(国家公费师范生)，历史学(师范)(国家公费师范生),610,3216,5,5,,公师,3
历史,10004,北京交通大学,205,历,新闻传播学类(卓越人才拔尖班),610,3242,2,2,,,1
历史,10052,中央民族大学,216,历,汉语言文学，历史学，历史学类，哲学类，教育学，民族学，法学类，社会学类，外国语言文学类，汉语国际教育，工商管理类，公共管理类，经济学类，新闻传播学类,610,3256,46,46,,,14
历史,10183,吉林大学,219,历+政,政治学与行政学，思想政治教育，外交学,610,3281,7,7,,,3
历史,10033,中国传媒大学,208,历,英语,610,3331,2,2,,,1
历史,10559,暨南大学,201,历,中医学(5年),609,3362,6,6,,,1
历史,10004,北京交通大学,207,历,文科试验班类(经济管理人才试点班)，法学,609,3429,8,8,,,2
历史,19422,山东大学威海分校,205,历,中国语言文学类，外国语言文学类，经济学类,609,3490,18,18,,,3
历史,10730,兰州大学,213,历+政,马克思主义理论类，政治学类,608,3576,5,5,,,2
历史,10027,北京师范大学,105,历,特殊教育(师范)(国家公费师范生),607,3729,8,8,,公师,1
历史,10520,中南财经政法大学,208,历,法学(拔尖人才实验班)，国际法(拔尖人才实验班)，法学，知识产权(卓越人才实验班)，国际经济与贸易，法学类，经济管理试验班，人文科学试验班，经济学(卓越人才实验班)，会计学(卓越人才实验班)，会计学，金融学(数字金融卓越人才实验班)，财政学类，汉语言文学，经济学，财政学(数字财税卓越人才实验班)，经济与贸易类，新闻传播学类，金融学类，工商管理类，工商管理(卓越人才实验班),607,3836,103,103,,,21
历史,10559,暨南大学,205,历,网络与新媒体，新闻学，广告学，广播电视学，国际新闻与传播,606,3867,51,51,,,5
历史,10030,北京外国语大学,213,历+政,外交学(中外合作办学),606,3906,2,2,,中外合作,1
历史,10271,上海外国语大学,211,历,西班牙语(中外合作办学),606,3923,7,7,,中外合作,1
历史,10183,吉林大学,215,历,日语，英语，俄语,606,4012,4,4,,,3
历史,10423,中国海洋大学,213,历,汉语言文学，法学，国际经济与贸易，旅游管理，新闻传播学类，英语,606,4031,14,14,,,6
历史,10285,苏州大学,212,历,法学，广告学，社会学，人力资源管理，物流管理,605,4059,11,11,,,5
历史,10635,西南大学,115,历,特殊教育(师范)(国家公费师范生)，学前教育(师范)(国家公费师范生),605,4067,2,2,,公师,2
历史,10041,中国人民公安大学,112,历+政,涉外警务,605,4077,5,5,,男,1
历史,10718,陕西师范大学,112,历,学前教育(师范)(国家公费师范生),605,4088,2,2,,公师,1
历史,10559,暨南大学,206,历,汉语言文学，汉语言文学，汉语言文学，历史学，汉语言，汉语国际教育,605,4126,127,127,,,6
历史,10699,西北工业大学,205,历,经济与贸易类，工商管理类(管理试验班)，外国语言文学类,605,4159,21,21,,,3
历史,10151,大连海事大学,212,历,法学(中外合作办学),605,4187,3,3,,中外合作,1
历史,10019,中国农业大学,209,历,市场营销，公共事业管理，电子商务,605,4208,7,7,,,3
历史,10423,中国海洋大学,215,历,法学(中外合作办学),605,4232,4,4,,中外合作,1
历史,10730,兰州大学,212,历,经济学类，工商管理类,604,4272,5,5,,,2
历史,10559,暨南大学,207,历,金融学，经济学，经济学，金融学，国际经济与贸易，财政学，金融学，税收学，国际经济与贸易，国际商务，国际商务,604,4278,78,78,,,11
历史,10511,华中师范大学,201,历,汉语言文学(国家拔尖学生培养基地班)，历史学(开沅国家拔尖学生培养基地班)，历史学类，法学类，社会学类，中国语言文学类，经济学类，外国语言文学类，公共管理类，教育学(创新实验班)，教育学类,604,4301,26,26,,,11
历史,10559,暨南大学,208,历+政,马克思主义理论，国际事务与国际关系，国际政治,604,4307,21,21,,,3
历史,10574,华南师范大学,203,历+政,思想政治教育(师范),604,4325,72,72,,普师,1
历史,10511,华中师范大学,110,历,外国语言文学类,604,4338,3,3,,,1
历史,10574,华南师范大学,204,历+地,地理科学(师范)，地理科学(师范),604,4417,29,29,,"曾昭璇班
普师",2
历史,10635,西南大学,217,历,英语,603,4471,1,1,,,1
历史,10574,华南师范大学,207,历,法学，经济学,603,4477,40,40,,,2
历史,10033,中国传媒大学,210,历,传播学(中外合作办学)，广告学(中外合作办学),603,4555,5,5,,中外合作,2
历史,10559,暨南大学,203,历,英语，商务英语，商务英语，翻译,603,4574,26,26,,,4
历史,10008,北京科技大学,209,历,社会科学试验班，工商管理类(数智管理试验班)，外国语言文学类,603,4596,9,9,,,3
历史,10559,暨南大学,204,历,会计学，会计学(数智会计创新班)，会计学，会计学，行政管理，工商管理，市场营销，工商管理,603,4615,94,94,,,8
历史,10613,西南交通大学,211,历+政,法学，政治学与行政学,602,4793,4,4,,,2
历史,10255,东华大学,210,历,经济管理试验班，日语，新闻传播学类，经济与贸易类,602,4811,8,8,,,4
历史,10423,中国海洋大学,214,历,行政管理，市场营销(数智营销管理)，工商管理(数字化创新管理)，公共事业管理,602,4824,9,9,,,4
历史,10726,西北政法大学,203,历,法学(民商法)，法学(经济法)，法学(刑事法)，法学(行政法)，法学(涉外法治)，法学(反恐怖主义法)，编辑出版学，网络与新媒体，英语，经济学类,601,4875,17,17,,,10
历史,11110,广东警官学院,136,历+政,经济犯罪侦查，警犬技术，侦查学，治安学，警务指挥与战术，禁毒学,601,4893,61,61,,女,6
历史,10285,苏州大学,211,历,法语(5年),601,4936,2,2,,,1
历史,10730,兰州大学,211,历,历史学类，法学(涉外法治创新班)，汉语言文学，哲学，戏剧影视文学(数智人文创新班)，新闻学(国际传播创新班)，英语(国际组织创新班)，社会学，德语，法语,601,4962,19,19,,,10
历史,10423,中国海洋大学,102,历,法语，日语，德语,601,4988,7,7,,,3
历史,10384,厦门大学,215,历,会计学(厦门大学马来西亚分校招生专业)，汉语言文学(厦门大学马来西亚分校招生专业)，金融学(厦门大学马来西亚分校招生专业)，英语(厦门大学马来西亚分校招生专业)，广告学(厦门大学马来西亚分校招生专业)，新闻学(厦门大学马来西亚分校招生专业),601,5026,12,12,,马来分校,6
历史,10251,华东理工大学,207,历,法学，公共管理类,600,5092,6,6,,,2
历史,19145,东北大学秦皇岛分校,209,历,经济学类，工商管理类,600,5112,7,7,,,2
历史,10652,西南政法大学,106,历+政,侦查学,600,5124,1,1,,女,1
历史,10610,四川大学,209,历,美术学(理论研究),600,5234,4,4,,,1
历史,10319,南京师范大学,209,历,中国语言文学类，汉语国际教育(师范)，法学，国际经济与贸易，小学教育(师范),600,5273,14,14,,,5
历史,11646,宁波大学,206,历,法学,599,5349,3,3,,,1
历史,10718,陕西师范大学,216,历,中国语言文学类，历史学类，哲学类，教育学类,599,5369,33,33,,,4
历史,10574,华南师范大学,209,历+地,地理信息科学，人文地理与城乡规划,599,5426,10,10,,,2
历史,19145,东北大学秦皇岛分校,208,历,外国语言文学类,599,5440,3,3,,,1
历史,11835,上海政法学院,209,历,法学，法学,599,5484,4,4,,,2
历史,10590,深圳大学,202,历,法学，行政管理，社会学,598,5522,213,213,,,3
历史,10559,暨南大学,202,历,戏剧影视文学,598,5524,5,5,,艺术类,1
历史,10718,陕西师范大学,215,历,外国语言文学类(英语),598,5541,10,10,,,1
历史,10574,华南师范大学,205,历,传播学,598,5572,10,10,,,1
历史,10200,东北师范大学,214,历,商务英语,598,5612,2,2,,,1
历史,10033,中国传媒大学,111,历,马来语(中马文化交流与国际事务)，意大利语(中意文化交流与国际事务)，日语(中日文化交流与国际事务),598,5651,6,6,,,3
历史,10590,深圳大学,201,历,网络与新媒体，广告学，新闻传播学类,598,5661,138,138,,,3
历史,10425,中国石油大学(华东),208,历,会计学,598,5663,2,2,,,1
历史,10574,华南师范大学,202,历,汉语言文学(师范)，特殊教育(师范)，历史学(师范)，英语(师范)，教育学(师范),598,5680,524,524,,普师,5
历史,10718,陕西师范大学,217,历+政,马克思主义理论,598,5700,4,4,,,1
历史,10574,华南师范大学,210,历+政,马克思主义理论，政治学与行政学,597,5820,78,78,,,2
历史,10200,东北师范大学,215,历,汉语言文学(师范)，日语(师范),597,5924,6,6,,普师,2
历史,10697,西北大学,207,历,法学，中国语言文学类，公共管理类,597,5933,6,6,,,3
历史,10200,东北师范大学,218,历+政,政治学类,596,5998,3,3,,,1
历史,10019,中国农业大学,206,历,国际经济与贸易(中外合作办学)，农林经济管理(中外合作办学)，传播学(中外合作办学),596,6000,6,6,,中外合作,3
历史,10022,北京林业大学,224,历+地,自然地理与资源环境,596,6004,2,2,,,1
历史,10542,湖南师范大学,222,历,汉语言文学(师范)，法学，历史学(师范)，汉语国际教育(师范)，教育学(师范)，国际经济与贸易，会计学，小学教育(师范)，工商管理，社会学，哲学，文化产业管理，金融学，经济学，土地资源管理，行政管理，外国语言文学类，新闻传播学类,596,6080,69,69,,普师,18
历史,10497,武汉理工大学,215,历+政,思想政治教育,596,6086,4,4,,,1
历史,10542,湖南师范大学,226,历+政,思想政治教育(师范)，政治学与行政学,596,6094,4,4,,普师,2
历史,10520,中南财经政法大学,106,历+政,公安学类,596,6127,1,1,,女,1
历史,10491,中国地质大学(武汉),213,历+政,思想政治教育,596,6161,3,3,,,1
历史,10613,西南交通大学,210,历,汉语言文学，汉语国际教育，外国语言文学类，新闻传播学类,595,6319,11,11,,,4
历史,10288,南京理工大学,206,历,语言学(语言信息智能处理)，英语，日语,595,6349,8,8,,,3
历史,10022,北京林业大学,220,历,农林经济管理，法学，国际经济与贸易，英语，工商管理类，商务英语,595,6372,12,12,,,6
历史,10542,湖南师范大学,225,历,文物与博物馆学,595,6468,2,2,,,1
历史,10590,深圳大学,205,历,汉语言文学，汉语言文学，汉语言文学(师范)，中国语言文学类，汉语言文学(汉语国际师范),594,6507,274,274,,,5
历史,10026,北京中医药大学,208,历,法学(医药卫生)，针灸推拿学(5年)，公共事业管理(卫生管理)，英语(中医药国际传播)，英语(医学),594,6531,5,5,,,5
历史,10295,江南大学,216,历+政,思想政治教育,594,6570,2,2,,,1
历史,10054,华北电力大学(北京),205,历,英语(能源电力国际化人才创新班)，法学，网络与新媒体，公共事业管理，行政管理，翻译,594,6607,7,7,,,6
历史,10635,西南大学,228,历,经济学(中外合作办学),594,6618,1,1,,中外合作,1
历史,11415,中国地质大学(北京),210,历,会计学，英语，自然资源登记与管理，翻译,594,6687,8,8,,,4
历史,10574,华南师范大学,208,历,会计学，法学，经济学，财务管理，金融学，行政管理，人力资源管理，物流管理，旅游管理，公共事业管理,593,6868,308,308,,,10
历史,10574,华南师范大学,206,历,新闻学，传播学，英语，社会工作，哲学，日语，俄语,593,6889,97,97,,,7
历史,10611,重庆大学,216,历,戏剧与影视学类,593,6904,8,8,,,1
历史,10217,哈尔滨工程大学,209,历,英语,593,6933,1,1,,,1
历史,10359,合肥工业大学,210,历+政,法学，思想政治教育,592,7015,7,7,,,2
历史,10590,深圳大学,206,历,西班牙语(国别与区域)，英语(师范)，法语(法英国别与区域)，德语(德英国别与区域)，日语(国别与区域)，英语,592,7170,166,166,,,6
历史,10590,深圳大学,203,历,金融学，经济学，工商管理，金融学类，工商管理类,592,7171,409,409,,,5
历史,10294,河海大学,208,历,会计学，国际经济与贸易，法学，经济学，市场营销，劳动与社会保障，英语,592,7210,16,16,,,7
历史,10635,西南大学,218,历,经济学类，公共管理类，德语，日语，俄语,592,7258,5,5,,,5
历史,10590,深圳大学,204,历,建筑学(5年)，建筑类(5年),592,7271,15,15,,,2
历史,10295,江南大学,214,历,汉语言文学，社会工作,592,7273,9,9,,,2
历史,10459,郑州大学,209,历,法学，中国语言文学类，新闻传播学类，英语,591,7278,13,13,,,4
历史,10022,北京林业大学,221,历,风景园林，风景园林，城乡规划(5年),591,7300,4,4,,,3
历史,10589,海南大学,218,历,法学，金融学，旅游管理，国际经济与贸易,591,7400,8,8,,,4
历史,10542,湖南师范大学,224,历,学前教育(师范)，特殊教育(师范)，应用心理学,591,7403,6,6,,普师,3
历史,10386,福州大学,206,历,社会学,591,7461,3,3,,,1
历史,10295,江南大学,215,历,工商管理(中外合作办学),591,7504,2,2,,中外合作,1
历史,10010,北京化工大学,207,历,法学(卓越实验班)，工商管理类(新文科经管法)，英语,590,7555,12,12,,,3
历史,10673,云南大学,213,历+政,法学，政治学与行政学，新闻学,590,7593,5,5,,,3
历史,10299,江苏大学,204,历,金融学，汉语言文学(师范)，知识产权,590,7601,4,4,,,3
历史,10491,中国地质大学(武汉),212,历,法学，经济学类，工商管理类，英语，行政管理,590,7614,20,20,,,5
历史,10022,北京林业大学,225,历+生,园林,590,7654,2,2,,,1
历史,10032,北京语言大学,213,历+政,国际政治，国际事务与国际关系，国际组织与全球治理,590,7657,3,3,,,3
历史,10497,武汉理工大学,201,历,法学类，经济学类，工商管理类，外国语言文学类，网络与新媒体,590,7711,36,36,,,5
历史,10032,北京语言大学,211,历,翻译，中国语言文学类，国际经济与贸易，网络与新媒体，新闻学，传播学(梧桐计划人才实验班)，外国语言文学类，经济学,590,7750,19,19,,,8
历史,10589,海南大学,219,历,会计学，工商管理，行政管理,590,7789,6,6,,,3
历史,10589,海南大学,222,历+政,思想政治教育，传播学,590,7798,4,4,,,2
历史,10403,南昌大学,216,历,法学，汉语言文学，英语，广告学，汉语国际教育,590,7825,12,12,,,5
历史,10673,云南大学,214,历+地+政,社会学，民族学,589,7879,2,2,,,2
历史,10032,北京语言大学,103,历,阿拉伯语(涉外石油人才实验班)，外国语言文学类(小语种),589,7947,9,9,,,2
历史,10425,中国石油大学(华东),207,历,英语,589,8027,2,2,,,1
历史,10589,海南大学,217,历,英语,589,8032,4,4,,,1
历史,10217,哈尔滨工程大学,208,历,英语，工商管理，法学,589,8071,6,6,,,3
历史,10295,江南大学,213,历,英语(涉外法治人才卓越创新班)，英语，日语(涉外法治人才卓越创新班)，日语,589,8079,8,8,,,4
历史,10151,大连海事大学,210,历,英语,589,8114,3,3,,,1
历史,11846,广东外语外贸大学,204,历,商务英语(法学双学士学位)，法学，国际商务，供应链管理,589,8150,327,327,,,4
历史,19359,合肥工业大学(宣城校区),208,历,英语,589,8154,2,2,,,1
历史,10735,甘肃中医药大学,205,历,中医学(5+3一体化)(5年),588,8237,1,1,,,1
历史,10043,北京体育大学,215,历,网络与新媒体，新闻学，英语，旅游管理,588,8250,4,4,,,4
历史,10038,首都经济贸易大学,204,历,贸易经济,588,8332,4,4,,,1
历史,10356,中国计量大学,204,历,知识产权，法学,588,8466,2,2,,,2
历史,10497,武汉理工大学,217,历,金融学(中外合作办学),588,8472,4,4,,中外合作,1
历史,10673,云南大学,212,历,汉语言文学，公共事业管理，历史学，柬埔寨语，法语，日语，英语,588,8473,13,13,,,7
历史,10140,辽宁大学,201,历,英语,587,8487,3,3,,,1
历史,10357,安徽大学,208,历,汉语言文学，新闻传播学类，金融学，经济学，西班牙语，旅游管理，工商管理,587,8587,27,27,,,7
历史,10635,西南大学,229,历,广播电视编导，戏剧影视文学,587,8640,5,5,,,2
历史,10718,陕西师范大学,226,历,广播电视编导,587,8693,2,2,,,1
历史,10574,华南师范大学,217,历,法语,587,8700,25,25,,中外联培,1
历史,19359,合肥工业大学(宣城校区),209,历+政,网络与新媒体,587,8705,4,4,,,1
历史,10041,中国人民公安大学,111,历+政,侦查学(面向生源地海关缉私部门入警就业)，侦查学，治安学，公安情报学(面向生源地海关缉私部门入警就业)，公安情报学，警务指挥与战术，侦查学(面向生源地国家移民管理机构入警就业)，移民管理(面向生源地国家移民管理机构入警就业)，犯罪学(面向生源地国家移民管理机构入警就业)，犯罪学，治安学(警察法学)，公安管理学，治安学(面向生源地国家移民管理机构人警就业)，公安情报学(面向生源地铁路公安机关入警就业),586,8854,105,105,,男,14
历史,19635,西南大学(荣昌校区),206,历,乡村治理，市场营销,586,8976,2,2,,,2
历史,10412,江西中医药大学,208,历,中医学(5年)，针灸推拿学(5年),586,9025,3,3,,,2
历史,11846,广东外语外贸大学,203,历,国际经济与贸易(法学双学士学位)，国际经济与贸易(西语双学士学位)，金融学(法学双学士学位)，商务英语(数经双学士学位)，国际经济与贸易，经济学,586,9030,179,179,,,6
历史,10126,内蒙古大学,213,历,俄语,586,9049,1,1,,,1
历史,11287,南京审计大学,206,历,审计学(中外合作办学),586,9055,2,2,,中外合作,1
历史,10637,重庆师范大学,208,历+政,思想政治教育(师范),586,9089,3,3,,普师,1
历史,10564,华南农业大学,201,历+政,思想政治教育,586,9104,60,60,,,1
历史,11646,宁波大学,207,历,德语，日语，英语,585,9175,7,7,,,3
历史,10279,上海戏剧学院,203,历,影视摄影与制作，广播电视编导，艺术管理，戏剧教育,585,9325,4,4,,,4
历史,10574,华南师范大学,218,历,金融学(中外合作办学),585,9329,30,30,,中外合作,1
历史,10445,山东师范大学,210,历,英语(师范),585,9432,1,1,,普师,1
历史,10151,大连海事大学,211,历,法学，海事管理，经济学类，公共管理类，工商管理类,584,9499,19,19,,,5
历史,11835,上海政法学院,208,历,法学，法学，知识产权，法学，法学，法学，审计学，行政管理，电子商务及法律，新闻学，社会工作，汉语言文学，社会学，汉语国际教育,584,9574,33,33,,,14
历史,10043,北京体育大学,216,历,公共事业管理，体育经济与管理,583,9828,2,2,,,2
历史,10369,安徽中医药大学,207,历,针灸推拿学(5年),583,9917,1,1,,,1
历史,11846,广东外语外贸大学,202,历,西班牙语(国贸双学士学位)，法语(国贸双学士学位)，葡萄牙语(国贸双学士学位)，德语(国贸双学士学位)，俄语(国贸双学士学位)，意大利语(国贸双学士学位)，日语(国贸双学士学位)，英语，英语(师范),583,9931,306,306,,,9
历史,10651,西南财经大学,208,历,会计学(中外合作办学)，国际商务(中外合作办学)，市场营销(中外合作办学)(金融服务与营销),583,10047,14,14,,中外合作,3
历史,10079,华北电力大学(保定),206,历,法学，外国语言文学类，行政管理，社会工作,583,10068,10,10,,,4
历史,10403,南昌大学,217,历,工商管理,583,10122,3,3,,,1
历史,10652,西南政法大学,105,历+政,侦查学,582,10157,9,9,,男,1
历史,10345,浙江师范大学,217,历,英语(师范)，翻译(数智),582,10219,5,5,,普师,2
历史,11846,广东外语外贸大学,205,历,会计学，审计学，财务管理，财政学类,582,10296,234,234,,,4
历史,10564,华南农业大学,206,历+生,园林,581,10583,5,5,,,1
历史,10046,中国音乐学院,203,历,艺术管理,581,10623,1,1,,,1
历史,10173,东北财经大学,207,历,会计学(中外合作办学),581,10673,2,2,,中外合作,1
历史,11835,上海政法学院,207,历,翻译,581,10831,3,3,,,1
历史,10173,东北财经大学,208,历,会计学(中外合作办学),581,10863,1,1,,中外合作,1
历史,11846,广东外语外贸大学,201,历,汉语言文学(师范)，中国语言文学类，新闻传播学类，汉语国际教育(师范),580,10934,291,291,,普师,4
历史,10475,河南大学,218,历+地,历史学类,580,10973,8,8,,,1
历史,11287,南京审计大学,205,历,审计学，会计学，投资学，英语，工商管理,580,10987,12,12,,,5
历史,11078,广州大学,224,历,法学，国际法,580,11020,169,169,,,2
历史,11846,广东外语外贸大学,206,历+政,政治学类,580,11073,42,42,,,1
历史,10277,上海体育大学,201,历,新闻学,579,11341,3,3,,,1
历史,19004,北京交通大学(威海校区),205,历,工商管理(中外合作办学),579,11357,5,5,,中外合作,1
历史,11078,广州大学,222,历+政,思想政治教育(师范),579,11376,88,88,,普师,1
历史,10173,东北财经大学,202,历,财政学类，会计学，金融学类，会计学，国际经济与贸易，保险学，人力资源管理,578,11633,10,10,,,7
历史,10530,湘潭大学,210,历,法学，会计学，经济学，西班牙语，汉语言文学，金融学，法语，国际经济与贸易，社会学，英语，工商管理，电子商务，旅游管理，行政管理，新闻学,578,11685,34,34,,,15
历史,10140,辽宁大学,207,历,会计学(中外合作办学),578,11838,2,2,,中外合作,1
历史,10264,上海海洋大学,206,历,国际经济与贸易，会计学，金融学,577,11958,9,9,,,3
历史,10749,宁夏大学,205,历,汉语言文学，法学，应用心理学,577,12018,10,10,,,3
历史,10564,华南农业大学,202,历,农林经济管理(丁颖创新班)，会计学，农林经济管理(乡村振兴)，金融学，经济学，会计学，工商管理，市场营销，金融学，人力资源管理,577,12020,405,405,,,10
历史,11078,广州大学,227,历+地,地理科学(师范)，地理科学，人文地理与城乡规划,577,12118,37,37,,普师,3
历史,80002,华南师范大学(汕尾校区),201,历,小学教育(师范)，学前教育(师范),577,12194,179,179,,普师,2
历史,11078,广州大学,221,历,汉语言文学(师范)，历史学(师范)，小学教育(师范)，英语(师范)，应用心理学(师范),576,12295,366,366,,普师,5
历史,10140,辽宁大学,202,历,纪检监察，历史学，汉语言文学，会计学，经济学类，财政学，金融学类，国际经济与贸易，朝鲜语，工商管理类，行政管理，劳动与社会保障，法语，新闻学，编辑出版学,576,12327,44,44,,,15
历史,10108,山西大学,203,历,法学，汉语言文学，哲学类，历史学,576,12567,16,16,,,4
历史,10254,上海海事大学,204,历,法学(海商法)，交通管理(国航)，经济学类，国际经济与贸易，工商管理，外国语言文学类，国际邮轮管理，法语，日语,576,12607,20,20,,,9
历史,11658,海南师范大学,223,历,英语(师范),576,12612,2,2,,普师,1
历史,10224,东北农业大学,209,历,工商管理类,575,12664,3,3,,,1
历史,10140,辽宁大学,206,历,会计学(中外合作办学),575,12694,1,1,,中外合作,1
历史,10471,河南中医药大学,205,历,针灸推拿学(5年)，中医骨伤科学(5年),575,12701,3,3,,,2
历史,10300,南京信息工程大学,210,历,法学，英语，汉语言文学(师范)，汉语国际教育，医疗保险，行政管理,575,12733,16,16,,,6
历史,10615,西南石油大学,214,历,法学，社会工作,575,12767,6,6,,,2
历史,10058,天津工业大学,212,历,法学，金融学,575,12846,4,4,,,2
历史,10140,辽宁大学,204,历,工商管理(中外合作办学)(新华国际商学院),575,12898,1,1,,中外合作,1
历史,10278,上海音乐学院,202,历,艺术管理,574,13330,2,2,,,1
历史,16301,宁波诺丁汉大学,206,历+政,国际事务与国际关系(中外合作办学),574,13356,6,6,,中外合作,1
历史,10615,西南石油大学,205,历+政,思想政治教育,573,13450,4,4,,,1
历史,10615,西南石油大学,204,历,经济学，会计学，市场营销,573,13635,7,7,,,3
历史,10355,中国美术学院,207,历,艺术学理论类,573,13651,8,8,,,1
历史,10564,华南农业大学,203,历,法学，英语，汉语言文学，历史学，广播电视编导，英语，日语,573,13703,838,838,,,7
历史,10225,东北林业大学,207,历,法学，广告学，社会工作，工商管理类，日语,573,13743,7,7,,,5
历史,11117,扬州大学,206,历,会计学，历史学(师范)，法学，金融学，小学教育(师范),572,13791,6,6,,,5
历史,10588,广东技术师范大学,232,历,汉语言文学(师范),572,13874,48,48,,普师,1
历史,10224,东北农业大学,208,历,法学，金融学类，汉语国际教育，风景园林,572,13879,9,9,,,4
历史,10602,广西师范大学,216,历,英语(师范),572,13935,3,3,,普师,1
历史,10351,温州大学,209,历,法学,571,14216,2,2,,,1
历史,10636,四川师范大学,201,历+地,历史学(师范)，人文地理与城乡规划,571,14234,3,3,,普师,2
历史,11078,广州大学,225,历,网络与新媒体，网络与新媒体，应用心理学，汉语言文学，英语，广播电视编导，日语,571,14270,246,246,,,7
历史,10615,西南石油大学,212,历,英语,571,14414,2,2,,,1
历史,12121,南方医科大学,207,历,中医学(5年)，中医学(5年)，针灸推拿学(5年)，法学，应用心理学，外国语言文学类，公共事业管理，健康服务与管理,571,14424,170,170,,,8
历史,10359,合肥工业大学,209,历,英语，印度尼西亚语,571,14434,8,8,,,2
历史,10126,内蒙古大学,216,历+政,马克思主义理论，政治学经济学与哲学，政治学与行政学，新闻学,570,14603,4,4,,,4
历史,10140,辽宁大学,203,历,国际商务(中外合作办学)(亚澳商学院),570,14790,3,3,,中外合作,1
历史,10355,中国美术学院,205,历,艺术设计学，广播电视编导，建筑学(5年)，风景园林,570,14825,10,10,,,4
历史,10173,东北财经大学,204,历,财务管理(中外合作办学),570,14870,4,4,,中外合作,1
历史,10173,东北财经大学,206,历,金融学(中外合作办学),569,14915,3,3,,中外合作,1
历史,10277,上海体育大学,202,历,工商管理类,569,14993,2,2,,,1
历史,11845,广东工业大学,204,历,法学，社会工作,569,15003,115,115,,,2
历史,10694,西藏大学,219,历+地,地理科学(师范),569,15079,1,1,,普师,1
历史,10445,山东师范大学,213,历+地,地理科学类,569,15118,3,3,,,1
历史,10059,中国民航大学,211,历+政,思想政治教育,569,15152,1,1,,,1
历史,12048,南京特殊教育师范学院,214,历,特殊教育(师范)，孤独症儿童教育(师范),569,15258,2,2,,普师,2
历史,16301,宁波诺丁汉大学,205,历,经济学(中外合作办学)，国际经济与贸易(中外合作办学)，国际商务(中外合作办学)，财务管理(中外合作办学)，传播学(中外合作办学),568,15356,17,17,,中外合作,5
历史,10126,内蒙古大学,212,历,英语,568,15361,2,2,,,1
历史,10427,济南大学,216,历+政,思想政治教育(师范),568,15377,2,2,,普师,1
历史,11079,成都大学,220,历+政,法学，社会工作,568,15530,4,4,,,2
历史,10520,中南财经政法大学,105,历+政,治安学(金融犯罪治理卓越人才实验班)，公安学类,568,15630,11,11,,男,2
历史,10573,广东药科大学,211,历,中医学(5年),568,15656,58,58,,,1
历史,10564,华南农业大学,205,历,公共事业管理，土地资源管理，行政管理，劳动与社会保障，社会工作,568,15683,452,452,,,5
历史,11117,扬州大学,205,历,商务英语,568,15692,2,2,,,1
历史,11078,广州大学,226,历,国际经济与贸易，经济学，金融学，金融学，金融学，电子商务，工商管理,568,15714,159,159,,,7
历史,10337,浙江工业大学,207,历,英语,567,15756,3,3,,,1
历史,10385,华侨大学,202,历+政,国际事务与国际关系,567,15850,2,2,,,1
历史,10650,四川外国语大学,215,历+政,政治学类,567,15885,1,1,,,1
历史,10564,华南农业大学,207,历,城乡规划(乡村振兴)，建筑学(5年)，风景园林，城乡规划,567,15903,131,131,,,4
历史,10588,广东技术师范大学,240,历,历史学(师范),567,15948,19,19,,普师,1
历史,10520,中南财经政法大学,209,历,电影学(中外合作办学),567,15991,8,8,,中外合作,1
历史,14655,深圳技术大学,204,历,财务管理，国际商务，英语，德语，物流管理，商务英语，市场营销,567,16000,311,311,,,7
历史,10059,中国民航大学,208,历,法学，翻译，法语，应用心理学，航空安防管理，英语，工商管理类(航空运输管理与航空金融),567,16052,19,19,,,7
历史,10345,浙江师范大学,215,历,汉语言文学(师范)，工商管理类，经济与贸易类,567,16089,8,8,,普师,3
历史,10172,大连外国语大学,206,历,英语,567,16090,1,1,,,1
历史,10691,云南民族大学,205,历+地+政,汉语言文学,566,16179,1,1,,,1
历史,10162,辽宁中医药大学,201,历,中医学(5年)，中医骨伤科学(5年),566,16196,2,2,,,2
历史,10636,四川师范大学,202,历+政,汉语言文学(师范)，思想政治教育(师范)，汉语国际教育(师范)，秘书学,566,16280,12,12,,普师,4
历史,11846,广东外语外贸大学,207,历,翻译(合作办学),566,16297,20,20,,粤澳合作,1
历史,10353,浙江工商大学,206,历,法学类，新闻传播学类，经济学类，法语，哲学，旅游管理类，社会工作，外国语言文学类,566,16506,17,17,,,8
历史,10560,汕头大学,201,历,汉语言文学，网络与新媒体，网络与新媒体，新闻学，国际新闻与传播，广告学，西班牙语，英语,566,16596,301,301,,,8
历史,11078,广州大学,223,历,会计学，建筑学(5年)，广播电视学，物流管理，城乡规划(5年)，社会学，行政管理,565,16689,182,182,,,7
历史,10390,集美大学,210,历,汉语言文学，会计学，经济学，日语,565,16692,8,8,,,4
历史,10809,山西中医药大学,205,历,针灸推拿学(5年)，中医学(5年),565,16808,8,8,,,2
历史,10353,浙江工商大学,207,历,公共管理类,565,16838,4,4,,,1
历史,10291,南京工业大学,205,历,法学，英语,565,17012,6,6,,,2
历史,10588,广东技术师范大学,233,历,英语(师范),565,17015,46,46,,普师,1
历史,10345,浙江师范大学,216,历,日语,564,17130,2,2,,,1
